Date,NCLI_1d,NCLI_2d,NIFTY,Signal_1d
2016-12-26,2.53,11.61,8526.55,NEUTRAL
2016-12-27,100.0,100.0,8258.07,STRONG_BUY
2016-12-28,100.0,100.0,8125.17,STRONG_BUY
2016-12-29,13.88,51.98,8501.48,NEUTRAL
2016-12-30,-35.97,-25.74,8563.0,SELL
2017-01-02,-21.68,-33.66,8563.0,SELL
2017-01-03,14.89,34.44,8631.0,NEUTRAL
2017-01-04,-37.55,-26.32,8656.22,SELL
2017-01-05,-33.11,-16.1,8761.81,SELL
2017-01-06,-23.76,-42.53,8728.39,SELL
2017-01-09,36.98,21.32,8715.82,BUY
2017-01-10,46.91,30.89,8637.02,STRONG_BUY
2017-01-11,40.83,51.93,8686.0,STRONG_BUY
2017-01-12,95.75,100.0,8641.57,STRONG_BUY
2017-01-13,71.3,51.04,8618.13,STRONG_BUY
2017-01-16,-6.6,-4.1,8741.14,NEUTRAL
2017-01-17,-11.55,-35.12,8749.82,NEUTRAL
2017-01-18,-42.98,-73.51,8755.85,STRONG_SELL
2017-01-19,10.21,8.32,8762.77,NEUTRAL
2017-01-20,90.03,97.36,8650.61,STRONG_BUY
2017-01-23,63.64,48.17,8725.41,STRONG_BUY
2017-01-24,52.86,66.18,8706.14,STRONG_BUY
2017-01-25,-10.45,28.54,8797.95,NEUTRAL
2017-01-26,-100.0,-95.8,8897.92,
2017-01-27,-100.0,-100.0,8962.24,
2017-01-30,-100.0,-100.0,8961.21,
2017-01-31,-26.95,-17.23,8879.0,SELL
2017-02-01,1.5,12.26,8879.0,NEUTRAL
2017-02-02,55.75,68.85,8690.79,STRONG_BUY
2017-02-03,100.0,100.0,8525.51,STRONG_BUY
2017-02-06,100.0,100.0,8548.64,STRONG_BUY
2017-02-07,100.0,100.0,8615.04,STRONG_BUY
2017-02-08,60.47,22.04,8656.66,STRONG_BUY
2017-02-09,98.9,68.23,8600.99,STRONG_BUY
2017-02-10,100.0,100.0,8558.89,STRONG_BUY
2017-02-13,-18.44,-38.7,8771.62,NEUTRAL
2017-02-14,-81.59,-100.0,8867.98,STRONG_SELL
2017-02-15,-100.0,-100.0,8943.66,
2017-02-16,-68.82,-33.08,8967.43,STRONG_SELL
2017-02-17,-100.0,-100.0,9126.86,
2017-02-20,-70.57,-100.0,9035.96,STRONG_SELL
2017-02-21,-26.21,-40.61,8984.29,SELL
2017-02-22,5.5,10.15,8976.84,NEUTRAL
2017-02-23,-100.0,-71.82,9195.51,
2017-02-24,-100.0,-100.0,9271.48,
2017-02-27,-100.0,-75.37,9222.38,
2017-02-28,-91.86,-63.31,9173.0,STRONG_SELL
2017-03-01,-43.98,-4.53,9173.0,STRONG_SELL
2017-03-02,-17.51,62.0,9097.8,NEUTRAL
2017-03-03,23.98,49.77,9031.84,BUY
2017-03-06,53.67,71.79,9042.67,STRONG_BUY
2017-03-07,100.0,85.44,8926.17,STRONG_BUY
2017-03-08,2.4,2.86,9060.1,NEUTRAL
2017-03-09,35.07,49.37,9108.19,BUY
2017-03-10,-19.29,-31.47,9165.76,NEUTRAL
2017-03-13,-49.51,-55.17,9181.14,STRONG_SELL
2017-03-14,-91.6,-100.0,9219.33,STRONG_SELL
2017-03-15,-100.0,-100.0,9329.93,
2017-03-16,-100.0,-99.13,9340.91,
2017-03-17,-100.0,-100.0,9536.7,
2017-03-20,-100.0,-100.0,9601.11,
2017-03-21,-100.0,-100.0,9581.67,
2017-03-22,14.1,20.45,9408.48,NEUTRAL
2017-03-23,8.52,14.22,9348.03,NEUTRAL
2017-03-24,35.0,14.39,9327.31,BUY
2017-03-27,-63.13,-1.49,9356.55,STRONG_SELL
2017-03-28,-1.13,9.02,9273.33,NEUTRAL
2017-03-29,25.76,59.36,9254.59,BUY
2017-03-30,27.26,84.72,9295.91,BUY
2017-03-31,7.73,17.68,9304.0,NEUTRAL
2017-04-03,22.03,16.67,9304.0,BUY
2017-04-04,-11.87,1.08,9438.65,NEUTRAL
2017-04-05,-100.0,-100.0,9555.49,
2017-04-06,-100.0,-100.0,9629.83,
2017-04-07,-6.86,3.65,9499.31,NEUTRAL
2017-04-10,43.64,5.07,9456.07,STRONG_BUY
2017-04-11,36.54,16.93,9431.26,BUY
2017-04-12,84.9,100.0,9315.12,STRONG_BUY
2017-04-13,100.0,100.0,9213.84,STRONG_BUY
2017-04-14,100.0,100.0,9165.89,STRONG_BUY
2017-04-17,24.96,39.3,9381.63,BUY
2017-04-18,-59.82,-76.87,9527.78,STRONG_SELL
2017-04-19,-98.05,-100.0,9585.61,STRONG_SELL
2017-04-20,-100.0,-100.0,9754.69,
2017-04-21,-56.62,-56.0,9645.04,STRONG_SELL
2017-04-24,-59.17,-56.13,9668.99,STRONG_SELL
2017-04-25,79.45,93.54,9520.57,STRONG_BUY
2017-04-26,100.0,100.0,9456.62,STRONG_BUY
2017-04-27,-100.0,-100.0,9836.53,
2017-04-28,-44.13,-18.73,9621.0,STRONG_SELL
2017-05-01,-11.11,-27.15,9621.0,NEUTRAL
2017-05-02,-100.0,-100.0,9910.62,
2017-05-03,-100.0,-100.0,9884.49,
2017-05-04,-100.0,-100.0,9805.1,
2017-05-05,-71.63,5.03,9800.43,STRONG_SELL
2017-05-08,-56.75,-61.88,9859.67,STRONG_SELL
2017-05-09,-9.6,21.36,9785.28,NEUTRAL
2017-05-10,39.31,66.99,9751.94,BUY
2017-05-11,78.14,60.55,9742.33,STRONG_BUY
2017-05-12,8.2,-5.95,9791.93,NEUTRAL
2017-05-15,100.0,100.0,9682.12,STRONG_BUY
2017-05-16,100.0,90.7,9684.58,STRONG_BUY
2017-05-17,100.0,100.0,9702.72,STRONG_BUY
2017-05-18,100.0,72.96,9597.88,STRONG_BUY
2017-05-19,21.78,7.8,9778.05,BUY
2017-05-22,-58.97,-37.57,9903.56,STRONG_SELL
2017-05-23,-100.0,-100.0,9970.82,
2017-05-24,21.45,17.5,9729.45,BUY
2017-05-25,80.53,100.0,9611.08,STRONG_BUY
2017-05-26,28.63,74.76,9736.58,BUY
2017-05-29,27.05,74.36,9676.67,BUY
2017-05-30,100.0,100.0,9541.0,STRONG_BUY
2017-05-31,100.0,100.0,9521.0,STRONG_BUY
2017-06-01,100.0,100.0,9521.0,STRONG_BUY
2017-06-02,100.0,100.0,9443.81,STRONG_BUY
2017-06-05,100.0,76.48,9592.78,STRONG_BUY
2017-06-06,93.19,48.64,9583.3,STRONG_BUY
2017-06-07,100.0,100.0,9384.61,STRONG_BUY
2017-06-08,100.0,100.0,9460.45,STRONG_BUY
2017-06-09,100.0,66.02,9485.2,STRONG_BUY
2017-06-12,23.2,32.74,9622.76,BUY
2017-06-13,-96.98,-100.0,9801.49,STRONG_SELL
2017-06-14,-22.7,-7.29,9715.69,SELL
2017-06-15,64.96,49.46,9598.74,STRONG_BUY
2017-06-16,20.61,-29.51,9672.71,BUY
2017-06-19,-65.31,-100.0,9767.49,STRONG_SELL
2017-06-20,14.69,7.88,9741.98,NEUTRAL
2017-06-21,-89.27,-98.74,9832.22,STRONG_SELL
2017-06-22,-100.0,-100.0,9844.59,
2017-06-23,-28.57,-64.65,9723.11,SELL
2017-06-26,86.77,100.0,9642.12,STRONG_BUY
2017-06-27,100.0,100.0,9536.38,STRONG_BUY
2017-06-28,-61.85,-42.92,9779.46,STRONG_SELL
2017-06-29,-100.0,-100.0,9866.38,
2017-06-30,-100.0,-100.0,10020.0,
2017-07-03,-100.0,-100.0,10020.0,
2017-07-04,-100.0,-100.0,10043.28,
2017-07-05,-100.0,-100.0,10156.55,
2017-07-06,-100.0,-100.0,10113.62,
2017-07-07,-100.0,-100.0,10108.19,
2017-07-10,-100.0,-100.0,10146.73,
2017-07-11,-83.57,-62.16,10047.71,STRONG_SELL
2017-07-12,-81.86,-69.21,10046.43,STRONG_SELL
2017-07-13,41.31,74.5,9896.76,STRONG_BUY
2017-07-14,23.65,35.35,9968.23,BUY
2017-07-17,-100.0,-100.0,10175.08,
2017-07-18,-100.0,-100.0,10202.97,
2017-07-19,72.55,79.06,9976.03,STRONG_BUY
2017-07-20,100.0,76.06,9935.7,STRONG_BUY
2017-07-21,44.32,65.78,10112.56,STRONG_BUY
2017-07-24,100.0,100.0,9771.64,STRONG_BUY
2017-07-25,100.0,100.0,9771.14,STRONG_BUY
2017-07-26,100.0,100.0,9655.15,STRONG_BUY
2017-07-27,100.0,94.43,9758.25,STRONG_BUY
2017-07-28,88.1,100.0,9866.71,STRONG_BUY
2017-07-31,53.63,34.72,9918.0,STRONG_BUY
2017-08-01,30.9,46.7,9918.0,BUY
2017-08-02,59.99,71.72,9779.31,STRONG_BUY
2017-08-03,96.23,100.0,9737.91,STRONG_BUY
2017-08-04,100.0,100.0,9555.88,STRONG_BUY
2017-08-07,100.0,100.0,9613.8,STRONG_BUY
2017-08-08,39.76,17.22,9740.89,BUY
2017-08-09,27.82,40.38,9734.73,BUY
2017-08-10,100.0,100.0,9516.24,STRONG_BUY
2017-08-11,100.0,100.0,9502.41,STRONG_BUY
2017-08-14,-5.03,-34.14,9743.21,NEUTRAL
2017-08-15,-40.04,-56.37,9734.88,STRONG_SELL
2017-08-16,-100.0,-92.34,9838.24,
2017-08-17,-49.32,-46.09,9735.07,STRONG_SELL
2017-08-18,-92.1,-48.71,9847.78,STRONG_SELL
2017-08-21,-100.0,-100.0,9987.65,
2017-08-22,-100.0,-100.0,10056.08,
2017-08-23,-100.0,-100.0,10196.92,
2017-08-24,-100.0,-100.0,10131.97,
2017-08-25,-97.33,-60.84,10009.24,STRONG_SELL
2017-08-28,-18.2,22.35,9854.57,NEUTRAL
2017-08-29,-22.52,-12.21,9873.59,SELL
2017-08-30,-26.23,13.16,9882.95,SELL
2017-08-31,32.27,94.82,9788.0,BUY
2017-09-01,93.76,100.0,9788.0,STRONG_BUY
2017-09-04,-27.45,-2.63,9985.12,SELL
2017-09-05,-21.61,-29.32,9911.67,SELL
2017-09-06,11.39,12.53,9970.19,NEUTRAL
2017-09-07,10.17,20.1,9963.84,NEUTRAL
2017-09-08,-26.97,-54.36,10033.14,SELL
2017-09-11,-74.59,-64.93,10166.53,STRONG_SELL
2017-09-12,17.25,0.01,10079.7,NEUTRAL
2017-09-13,-21.73,-57.12,10092.6,SELL
2017-09-14,29.79,31.48,10028.96,BUY
2017-09-15,-4.55,1.17,10115.34,NEUTRAL
2017-09-18,90.07,87.08,9989.15,STRONG_BUY
2017-09-19,3.95,-17.73,10132.09,NEUTRAL
2017-09-20,100.0,100.0,9967.42,STRONG_BUY
2017-09-21,95.49,54.23,9986.86,STRONG_BUY
2017-09-22,86.73,60.18,10052.5,STRONG_BUY
2017-09-25,63.61,90.12,10026.26,STRONG_BUY
2017-09-26,65.81,90.95,10013.92,STRONG_BUY
2017-09-27,-46.62,2.4,10087.26,STRONG_SELL
2017-09-28,-87.97,-96.09,10140.32,STRONG_SELL
2017-09-29,-100.0,-100.0,10335.0,
2017-10-02,-100.0,-100.0,10335.0,
2017-10-03,-100.0,-100.0,10376.77,
2017-10-04,-100.0,-96.36,10399.07,
2017-10-05,-48.04,3.41,10356.16,STRONG_SELL
2017-10-06,-83.95,-80.44,10419.95,STRONG_SELL
2017-10-09,-100.0,-100.0,10586.49,
2017-10-10,-100.0,-100.0,10756.88,
2017-10-11,-100.0,-100.0,10744.83,
2017-10-12,-100.0,-100.0,10579.36,
2017-10-13,-33.47,29.53,10571.34,SELL
2017-10-16,-41.88,-4.83,10580.52,STRONG_SELL
2017-10-17,-5.92,40.68,10549.52,NEUTRAL
2017-10-18,-6.14,-7.82,10527.71,NEUTRAL
2017-10-19,100.0,100.0,9971.24,STRONG_BUY
2017-10-20,100.0,100.0,9809.91,STRONG_BUY
2017-10-23,100.0,100.0,9795.14,STRONG_BUY
2017-10-24,100.0,100.0,9841.17,STRONG_BUY
2017-10-25,100.0,100.0,10015.19,STRONG_BUY
2017-10-26,32.63,14.32,10259.44,BUY
2017-10-27,63.78,50.09,10135.62,STRONG_BUY
2017-10-30,100.0,100.0,10200.51,STRONG_BUY
2017-10-31,74.04,67.43,10226.0,STRONG_BUY
2017-11-01,69.28,6.4,10226.0,STRONG_BUY
2017-11-02,52.07,47.11,10196.84,STRONG_BUY
2017-11-03,59.09,51.06,10098.57,STRONG_BUY
2017-11-06,100.0,100.0,10061.82,STRONG_BUY
2017-11-07,100.0,100.0,10059.52,STRONG_BUY
2017-11-08,28.55,-0.19,10174.74,BUY
2017-11-09,-28.65,-73.01,10228.37,SELL
2017-11-10,-68.26,-100.0,10316.16,STRONG_SELL
2017-11-13,-78.08,-68.21,10455.62,STRONG_SELL
2017-11-14,-100.0,-100.0,10543.8,
2017-11-15,-100.0,-100.0,10687.2,
2017-11-16,-100.0,-100.0,10755.95,
2017-11-17,-100.0,-100.0,10710.47,
2017-11-20,70.93,79.25,10458.06,STRONG_BUY
2017-11-21,78.25,100.0,10388.21,STRONG_BUY
2017-11-22,16.35,13.9,10573.23,NEUTRAL
2017-11-23,36.43,26.3,10548.13,BUY
2017-11-24,-2.38,0.74,10589.95,NEUTRAL
2017-11-27,-100.0,-100.0,10918.26,
2017-11-28,-100.0,-100.0,10907.54,
2017-11-29,-100.0,-100.0,10928.92,
2017-11-30,100.0,91.62,10531.0,STRONG_BUY
2017-12-01,100.0,100.0,10531.0,STRONG_BUY
2017-12-04,95.77,100.0,10617.99,STRONG_BUY
2017-12-05,100.0,100.0,10472.2,STRONG_BUY
2017-12-06,100.0,100.0,10630.33,STRONG_BUY
2017-12-07,-80.88,-100.0,10847.73,STRONG_SELL
2017-12-08,-77.05,-98.41,10878.45,STRONG_SELL
2017-12-11,-100.0,-100.0,10952.65,
2017-12-12,-39.16,-57.54,10853.03,SELL
2017-12-13,-34.42,-50.58,10866.87,SELL
2017-12-14,-100.0,-92.37,11002.58,
2017-12-15,-25.04,8.21,10910.37,SELL
2017-12-18,32.9,57.66,10903.49,BUY
2017-12-19,-23.23,-22.97,10918.88,SELL
2017-12-20,86.46,93.29,10717.94,STRONG_BUY
2017-12-21,-90.14,-100.0,11063.26,STRONG_SELL
2017-12-22,-100.0,-100.0,11098.06,
2017-12-25,-100.0,-88.92,11215.0,
2017-12-26,-100.0,-100.0,11197.98,
2017-12-27,70.33,62.98,10868.46,STRONG_BUY
2017-12-28,-18.13,-11.19,11094.18,NEUTRAL
2017-12-29,51.52,61.16,11028.0,STRONG_BUY
2018-01-01,57.85,72.07,11028.0,STRONG_BUY
2018-01-02,40.67,55.42,11098.13,STRONG_BUY
2018-01-03,-77.43,-55.98,11284.03,STRONG_SELL
2018-01-04,-100.0,-100.0,11439.29,
2018-01-05,100.0,77.46,10965.34,STRONG_BUY
2018-01-08,57.57,65.85,11212.39,STRONG_BUY
2018-01-09,32.54,16.28,11177.33,BUY
2018-01-10,-28.69,-35.01,11234.41,SELL
2018-01-11,-43.05,-58.12,11298.43,STRONG_SELL
2018-01-12,34.4,20.45,11151.34,BUY
2018-01-15,95.86,95.6,11092.45,STRONG_BUY
2018-01-16,100.0,100.0,11067.22,STRONG_BUY
2018-01-17,100.0,100.0,11035.17,STRONG_BUY
2018-01-18,100.0,100.0,10887.26,STRONG_BUY
2018-01-19,100.0,100.0,10992.32,STRONG_BUY
2018-01-22,100.0,100.0,10915.81,STRONG_BUY
2018-01-23,100.0,100.0,10601.92,STRONG_BUY
2018-01-24,100.0,100.0,10662.16,STRONG_BUY
2018-01-25,100.0,100.0,10711.29,STRONG_BUY
2018-01-26,100.0,100.0,10586.85,STRONG_BUY
2018-01-29,100.0,100.0,10593.7,STRONG_BUY
2018-01-30,100.0,100.0,10474.22,STRONG_BUY
2018-01-31,100.0,100.0,10492.0,STRONG_BUY
2018-02-01,100.0,100.0,10492.0,STRONG_BUY
2018-02-02,100.0,100.0,10278.96,STRONG_BUY
2018-02-05,100.0,100.0,10237.77,STRONG_BUY
2018-02-06,100.0,100.0,10242.15,STRONG_BUY
2018-02-07,92.64,76.0,10422.05,STRONG_BUY
2018-02-08,89.91,80.48,10457.66,STRONG_BUY
2018-02-09,59.52,19.27,10434.57,STRONG_BUY
2018-02-12,100.0,87.08,10298.73,STRONG_BUY
2018-02-13,100.0,73.87,10324.8,STRONG_BUY
2018-02-14,94.01,45.93,10354.41,STRONG_BUY
2018-02-15,76.65,70.27,10343.65,STRONG_BUY
2018-02-16,-69.19,-99.46,10507.33,STRONG_SELL
2018-02-19,71.43,87.14,10290.61,STRONG_BUY
2018-02-20,100.0,100.0,10232.4,STRONG_BUY
2018-02-21,100.0,100.0,10054.56,STRONG_BUY
2018-02-22,44.2,62.79,10324.65,STRONG_BUY
2018-02-23,-8.74,-18.35,10345.18,NEUTRAL
2018-02-26,5.82,49.61,10288.26,NEUTRAL
2018-02-27,96.19,100.0,10005.89,STRONG_BUY
2018-02-28,67.35,93.7,10114.0,STRONG_BUY
2018-03-01,41.5,47.65,10114.0,STRONG_BUY
2018-03-02,100.0,100.0,9935.14,STRONG_BUY
2018-03-05,100.0,100.0,9923.33,STRONG_BUY
2018-03-06,100.0,100.0,9807.73,STRONG_BUY
2018-03-07,80.58,36.62,10023.02,STRONG_BUY
2018-03-08,-0.39,-22.87,10214.25,NEUTRAL
2018-03-09,-49.1,-100.0,10255.87,STRONG_SELL
2018-03-12,-79.54,-85.8,10460.94,STRONG_SELL
2018-03-13,-100.0,-100.0,10399.56,
2018-03-14,-77.92,-100.0,10403.98,STRONG_SELL
2018-03-15,-100.0,-100.0,10564.52,
2018-03-16,-97.34,-75.28,10559.98,STRONG_SELL
2018-03-19,-100.0,-100.0,10603.69,
2018-03-20,-100.0,-100.0,10724.02,
2018-03-21,-100.0,-100.0,10712.98,
2018-03-22,-100.0,-100.0,10693.02,
2018-03-23,-100.0,-100.0,10894.34,
2018-03-26,-100.0,-100.0,10893.97,
2018-03-27,-100.0,-100.0,10914.18,
2018-03-28,-97.64,-32.47,10847.65,STRONG_SELL
2018-03-29,-74.75,-44.19,10897.18,STRONG_SELL
2018-03-30,10.59,36.06,10739.0,NEUTRAL
2018-04-02,21.93,37.6,10739.0,BUY
2018-04-03,83.39,78.79,10623.96,STRONG_BUY
2018-04-04,12.32,7.66,10734.81,NEUTRAL
2018-04-05,51.97,44.94,10647.2,STRONG_BUY
2018-04-06,-73.9,-100.0,10929.07,STRONG_SELL
2018-04-09,-84.8,-100.0,10997.7,STRONG_SELL
2018-04-10,-95.12,-100.0,11034.46,STRONG_SELL
2018-04-11,-85.88,-100.0,11029.82,STRONG_SELL
2018-04-12,-38.15,-67.75,10989.88,SELL
2018-04-13,-63.47,-59.92,11020.2,STRONG_SELL
2018-04-16,-86.32,-79.76,11146.05,STRONG_SELL
2018-04-17,-75.46,-97.48,11071.99,STRONG_SELL
2018-04-18,-64.93,-75.13,11081.53,STRONG_SELL
2018-04-19,-100.0,-100.0,11238.04,
2018-04-20,-100.0,-100.0,11229.26,
2018-04-23,-100.0,-100.0,11245.18,
2018-04-24,-86.15,-90.67,11168.72,STRONG_SELL
2018-04-25,39.9,100.0,10962.17,BUY
2018-04-26,62.21,80.53,10816.01,STRONG_BUY
2018-04-27,100.0,100.0,10569.39,STRONG_BUY
2018-04-30,84.51,82.58,10736.0,STRONG_BUY
2018-05-01,42.35,62.21,10736.0,STRONG_BUY
2018-05-02,-31.3,-15.24,10943.99,SELL
2018-05-03,59.92,76.83,10872.33,STRONG_BUY
2018-05-04,100.0,100.0,10681.61,STRONG_BUY
2018-05-07,100.0,100.0,10414.05,STRONG_BUY
2018-05-08,100.0,100.0,10459.4,STRONG_BUY
2018-05-09,100.0,100.0,10583.0,STRONG_BUY
2018-05-10,100.0,76.33,10569.26,STRONG_BUY
2018-05-11,100.0,72.06,10535.45,STRONG_BUY
2018-05-14,100.0,100.0,10496.59,STRONG_BUY
2018-05-15,100.0,100.0,10397.87,STRONG_BUY
2018-05-16,100.0,58.11,10428.39,STRONG_BUY
2018-05-17,55.63,64.38,10476.53,STRONG_BUY
2018-05-18,-14.51,-26.71,10630.32,NEUTRAL
2018-05-21,14.79,7.06,10581.48,NEUTRAL
2018-05-22,-59.58,-62.5,10749.84,STRONG_SELL
2018-05-23,-33.69,-34.32,10777.16,SELL
2018-05-24,-36.88,-87.54,10768.11,SELL
2018-05-25,-59.91,-35.08,10778.92,STRONG_SELL
2018-05-28,10.21,60.79,10612.52,NEUTRAL
2018-05-29,23.55,54.91,10641.05,BUY
2018-05-30,1.73,39.8,10679.24,NEUTRAL
2018-05-31,-60.57,-42.04,10714.0,STRONG_SELL
2018-06-01,-28.23,-17.05,10714.0,SELL
2018-06-04,-100.0,-100.0,11098.05,
2018-06-05,-100.0,-100.0,11078.37,
2018-06-06,-95.27,-100.0,11105.76,STRONG_SELL
2018-06-07,-100.0,-100.0,11196.7,
2018-06-08,-64.77,-100.0,11068.18,STRONG_SELL
2018-06-11,-16.09,-12.74,11001.5,NEUTRAL
2018-06-12,93.38,76.87,10665.26,STRONG_BUY
2018-06-13,42.79,25.01,10879.81,STRONG_BUY
2018-06-14,-4.32,-9.83,10928.82,NEUTRAL
2018-06-15,25.61,11.22,10869.0,BUY
2018-06-18,6.98,-47.57,10967.18,NEUTRAL
2018-06-19,-7.51,-52.72,11015.22,NEUTRAL
2018-06-20,-100.0,-100.0,11257.08,
2018-06-21,-100.0,-100.0,11374.97,
2018-06-22,-100.0,-100.0,11538.13,
2018-06-25,-100.0,-100.0,11524.63,
2018-06-26,-100.0,-100.0,11633.39,
2018-06-27,-60.89,-54.1,11424.38,STRONG_SELL
2018-06-28,-26.73,25.21,11418.11,SELL
2018-06-29,-31.4,-16.83,11356.0,SELL
2018-07-02,-43.11,-25.94,11356.0,STRONG_SELL
2018-07-03,33.98,45.2,11202.14,BUY
2018-07-04,6.44,-13.74,11405.36,NEUTRAL
2018-07-05,24.2,42.67,11376.29,BUY
2018-07-06,44.81,-13.25,11332.37,STRONG_BUY
2018-07-09,50.31,41.25,11361.2,STRONG_BUY
2018-07-10,-33.16,-58.43,11479.13,SELL
2018-07-11,-85.5,-75.91,11686.44,STRONG_SELL
2018-07-12,-100.0,-100.0,11714.01,
2018-07-13,-100.0,-100.0,11788.41,
2018-07-16,-100.0,-100.0,11834.1,
2018-07-17,-100.0,-83.84,11870.59,
2018-07-18,18.22,47.94,11617.1,NEUTRAL
2018-07-19,100.0,100.0,11507.79,STRONG_BUY
2018-07-20,61.43,42.51,11489.95,STRONG_BUY
2018-07-23,100.0,100.0,11332.98,STRONG_BUY
2018-07-24,37.76,4.74,11540.99,BUY
2018-07-25,29.66,73.92,11447.78,BUY
2018-07-26,-62.31,-8.74,11695.54,STRONG_SELL
2018-07-27,81.61,100.0,11480.35,STRONG_BUY
2018-07-30,70.84,52.97,11457.44,STRONG_BUY
2018-07-31,-29.45,-46.25,11680.0,SELL
2018-08-01,-15.17,-28.67,11680.0,NEUTRAL
2018-08-02,-72.15,-74.04,11856.85,STRONG_SELL
2018-08-03,-100.0,-100.0,11912.8,
2018-08-06,-56.5,-84.08,11850.4,STRONG_SELL
2018-08-07,-74.25,-88.59,11877.02,STRONG_SELL
2018-08-08,-41.34,-28.57,11793.5,STRONG_SELL
2018-08-09,54.18,84.87,11671.43,STRONG_BUY
2018-08-10,-23.53,-30.21,11751.2,SELL
2018-08-13,56.21,39.73,11628.66,STRONG_BUY
2018-08-14,72.27,47.87,11559.05,STRONG_BUY
2018-08-15,39.3,34.09,11688.98,BUY
2018-08-16,-12.02,-1.43,11719.7,NEUTRAL
2018-08-17,100.0,100.0,11387.15,STRONG_BUY
2018-08-20,39.48,23.01,11594.55,BUY
2018-08-21,98.63,100.0,11488.78,STRONG_BUY
2018-08-22,100.0,99.0,11493.17,STRONG_BUY
2018-08-23,100.0,100.0,11324.25,STRONG_BUY
2018-08-24,100.0,100.0,11096.89,STRONG_BUY
2018-08-27,100.0,100.0,11131.29,STRONG_BUY
2018-08-28,23.42,54.17,11346.33,BUY
2018-08-29,100.0,100.0,10811.25,STRONG_BUY
2018-08-30,46.52,64.14,11161.24,STRONG_BUY
2018-08-31,96.7,100.0,11008.0,STRONG_BUY
2018-09-03,99.62,100.0,11008.0,STRONG_BUY
2018-09-04,93.84,100.0,10999.15,STRONG_BUY
2018-09-05,-14.86,2.18,11158.52,NEUTRAL
2018-09-06,40.78,21.67,11111.49,STRONG_BUY
2018-09-07,39.29,65.33,11113.47,BUY
2018-09-10,100.0,100.0,10725.78,STRONG_BUY
2018-09-11,100.0,100.0,10744.15,STRONG_BUY
2018-09-12,100.0,100.0,10713.29,STRONG_BUY
2018-09-13,64.11,69.66,10758.22,STRONG_BUY
2018-09-14,36.9,5.91,10797.85,BUY
2018-09-17,23.73,-7.37,10797.12,BUY
2018-09-18,20.65,28.05,10830.8,BUY
2018-09-19,88.45,58.82,10679.03,STRONG_BUY
2018-09-20,100.0,100.0,10598.76,STRONG_BUY
2018-09-21,98.78,77.29,10658.46,STRONG_BUY
2018-09-24,1.78,-38.31,10729.11,NEUTRAL
2018-09-25,51.28,72.48,10627.98,STRONG_BUY
2018-09-26,100.0,100.0,10447.27,STRONG_BUY
2018-09-27,22.61,50.74,10639.65,BUY
2018-09-28,100.0,100.0,10386.0,STRONG_BUY
2018-10-01,100.0,93.24,10386.0,STRONG_BUY
2018-10-02,-100.0,-100.0,11176.63,
2018-10-03,-100.0,-100.0,11160.39,
2018-10-04,-86.95,-56.43,11015.45,STRONG_SELL
2018-10-05,-16.93,5.97,10840.63,NEUTRAL
2018-10-08,10.8,18.67,10832.55,NEUTRAL
2018-10-09,18.25,41.57,10816.72,NEUTRAL
2018-10-10,100.0,100.0,10398.36,STRONG_BUY
2018-10-11,100.0,100.0,10384.98,STRONG_BUY
2018-10-12,100.0,100.0,10191.94,STRONG_BUY
2018-10-15,100.0,100.0,10374.42,STRONG_BUY
2018-10-16,81.2,63.25,10482.1,STRONG_BUY
2018-10-17,100.0,54.46,10384.34,STRONG_BUY
2018-10-18,16.31,-42.98,10569.17,NEUTRAL
2018-10-19,-10.62,-4.87,10746.45,NEUTRAL
2018-10-22,10.93,-15.41,10664.31,NEUTRAL
2018-10-23,16.25,-19.07,10677.29,NEUTRAL
2018-10-24,5.03,-13.65,10654.63,NEUTRAL
2018-10-25,100.0,100.0,10355.68,STRONG_BUY
2018-10-26,100.0,100.0,10384.37,STRONG_BUY
2018-10-29,-8.85,-20.88,10587.22,NEUTRAL
2018-10-30,100.0,100.0,9954.5,STRONG_BUY
2018-10-31,-100.0,-100.0,10877.0,
2018-11-01,-100.0,-100.0,10877.0,
2018-11-02,-100.0,-100.0,10971.51,
2018-11-05,-100.0,-72.48,10868.68,
2018-11-06,-92.39,-55.57,10916.31,STRONG_SELL
2018-11-07,-100.0,-100.0,11078.84,
2018-11-08,-92.38,-100.0,10968.06,STRONG_SELL
2018-11-09,-86.2,-94.19,10955.69,STRONG_SELL
2018-11-12,28.44,48.57,10648.43,BUY
2018-11-13,63.81,49.46,10382.02,STRONG_BUY
2018-11-14,100.0,100.0,10395.36,STRONG_BUY
2018-11-15,-0.84,-23.5,10758.25,NEUTRAL
2018-11-16,-8.17,-61.02,10754.53,NEUTRAL
2018-11-19,-21.97,-78.85,10689.77,SELL
2018-11-20,100.0,100.0,10334.52,STRONG_BUY
2018-11-21,91.01,84.98,10460.18,STRONG_BUY
2018-11-22,-51.35,-81.5,10762.99,STRONG_SELL
2018-11-23,-75.44,-99.95,10838.13,STRONG_SELL
2018-11-26,-100.0,-79.81,10783.8,
2018-11-27,-34.87,-21.89,10738.91,SELL
2018-11-28,3.77,28.72,10558.56,NEUTRAL
2018-11-29,-47.52,-18.17,10806.54,STRONG_SELL
2018-11-30,-73.15,-37.17,10863.0,STRONG_SELL
2018-12-03,-100.0,-100.0,10863.0,
2018-12-04,-100.0,-100.0,10888.83,
