Date,Open,High,Low,Close,Volume
2016-09-20,8845.26,8933.51,8845.26,8933.51,632546781
2016-09-21,8906.61,8940.1,8862.32,8895.82,372348667
2016-09-22,8806.49,8884.8,8645.2,8723.51,1153915232
2016-09-23,8706.49,8784.02,8580.81,8658.34,273403821
2016-09-26,8651.89,8803.88,8538.2,8690.19,280824760
2016-09-27,8707.04,8820.17,8492.19,8605.32,610079001
2016-09-28,8603.3,8690.58,8470.44,8557.73,668580099
2016-09-29,8505.61,8698.59,8401.61,8594.59,346275270
2016-09-30,8613.3,8687.24,8551.05,8625.0,643689413
2016-10-03,8646.33,8663.45,8607.88,8625.0,285263294
2016-10-04,8668.43,8668.6,8551.55,8551.72,543340745
2016-10-05,8465.84,8532.34,8335.0,8401.5,1404440313
2016-10-06,8440.29,8440.29,8322.48,8322.48,323568002
2016-10-07,8327.68,8456.04,8275.34,8403.69,530297889
2016-10-10,8442.73,8526.2,8348.52,8431.99,181583961
2016-10-11,8432.29,8593.28,8403.75,8564.75,634550487
2016-10-12,8583.21,8876.86,8583.21,8876.86,462927795
2016-10-13,8820.12,8820.12,8566.35,8566.35,1237138239
2016-10-14,8609.27,8831.92,8190.44,8413.09,700155999
2016-10-17,8394.83,8873.05,8029.29,8507.51,951388551
2016-10-18,8493.46,8572.6,8321.54,8400.69,555279998
2016-10-19,8414.67,8414.67,8334.46,8334.46,240870107
2016-10-20,8339.05,8389.7,8228.19,8278.83,1182340783
2016-10-21,8275.19,8443.12,8153.55,8321.49,850683214
2016-10-24,8296.67,8551.59,8018.13,8273.04,473194512
2016-10-25,8283.03,8963.27,7631.49,8311.72,303956018
2016-10-26,8254.82,8385.99,8195.6,8326.77,345452023
2016-10-27,8318.66,8444.71,8258.3,8384.34,241189469
2016-10-28,8397.43,8397.43,8264.31,8264.31,491425973
2016-10-31,8211.18,8239.26,8195.92,8224.0,378688275
2016-11-01,8230.29,8379.26,8075.03,8224.0,169892454
2016-11-02,8207.59,8291.17,8207.59,8291.17,1273767442
2016-11-03,8298.4,8339.28,8240.24,8281.12,198523901
2016-11-04,8286.14,8426.76,8131.84,8272.46,121254307
2016-11-07,8339.89,8339.89,8187.7,8187.7,458159179
2016-11-08,8223.65,8265.12,8016.74,8058.21,652582487
2016-11-09,7979.66,8175.25,7617.42,7813.01,1405906288
2016-11-10,7779.12,7909.13,7779.12,7909.13,630833551
2016-11-11,7891.23,7929.18,7779.16,7817.11,746800895
2016-11-14,7852.18,7852.18,7574.87,7574.87,630650273
2016-11-15,7637.27,7637.27,7581.78,7581.78,476951750
2016-11-16,7551.23,7628.81,7551.23,7628.81,357414441
2016-11-17,7630.04,7927.78,7630.04,7927.78,1239221471
2016-11-18,7920.5,8095.13,7837.84,8012.47,313326315
2016-11-21,8043.86,8203.45,7888.66,8048.24,229358337
2016-11-22,8019.98,8072.67,7999.58,8052.28,306449158
2016-11-23,8103.24,8219.72,8061.01,8177.49,836978434
2016-11-24,8201.0,8254.77,8169.44,8223.2,312303814
2016-11-25,8234.25,8234.25,8112.68,8112.68,520639907
2016-11-28,8085.76,8200.59,8085.76,8200.59,438599481
2016-11-29,8180.72,8262.77,7985.78,8067.83,1096997959
2016-11-30,8126.92,8225.56,8086.37,8185.0,2638048038
2016-12-01,8174.1,8251.48,8107.62,8185.0,233746179
2016-12-02,8139.58,8300.24,8134.54,8295.19,1245896948
2016-12-05,8305.74,8483.3,8140.32,8317.88,205042244
2016-12-06,8277.92,8398.06,8204.24,8324.38,539249462
2016-12-07,8327.78,8341.03,8299.1,8312.34,119943950
2016-12-08,8336.83,8872.11,7814.79,8350.07,647201415
2016-12-09,8293.13,8429.66,8205.99,8342.52,342581391
2016-12-12,8283.26,8370.84,8222.61,8310.19,380327767
2016-12-13,8299.48,8442.47,8279.04,8422.02,300090518
2016-12-14,8410.21,8434.77,8383.92,8408.48,303568548
2016-12-15,8392.52,8463.11,8206.69,8277.27,680298189
2016-12-16,8266.48,8521.95,8266.48,8521.95,884242279
2016-12-19,8451.83,8762.6,8334.5,8645.27,793470366
2016-12-20,8646.74,8718.54,8564.87,8636.67,449390991
2016-12-21,8636.41,8766.71,8583.97,8714.27,550069798
2016-12-22,8739.07,8936.97,8514.43,8712.33,415079250
2016-12-23,8702.6,8885.33,8528.09,8710.83,122449009
2016-12-26,8756.42,8756.42,8526.55,8526.55,1085839315
2016-12-27,8551.16,8585.54,8223.69,8258.07,1575242243
2016-12-28,8227.08,8456.04,7896.2,8125.17,643240902
2016-12-29,8127.17,8559.51,8069.14,8501.48,936193425
2016-12-30,8522.55,8699.79,8385.76,8563.0,547531431
2017-01-02,8521.98,9140.05,7944.93,8563.0,240079365
2017-01-03,8539.47,8655.06,8515.41,8631.0,533998862
2017-01-04,8655.85,8694.35,8617.72,8656.22,430863925
2017-01-05,8649.97,8841.61,8570.16,8761.81,906332404
2017-01-06,8709.38,8754.41,8683.36,8728.39,493822271
2017-01-09,8781.2,8867.19,8629.83,8715.82,478515872
2017-01-10,8721.69,8793.35,8565.37,8637.02,475948209
2017-01-11,8623.3,8720.24,8589.07,8686.0,470126115
2017-01-12,8665.1,8692.47,8614.2,8641.57,323631476
2017-01-13,8602.17,8670.19,8550.11,8618.13,168933272
2017-01-16,8684.91,8784.81,8641.24,8741.14,1150515449
2017-01-17,8768.28,8885.78,8632.32,8749.82,540379771
2017-01-18,8753.62,8814.04,8695.44,8755.85,133490237
2017-01-19,8715.96,8825.82,8652.92,8762.77,325647604
2017-01-20,8783.15,9288.24,8145.52,8650.61,929259187
2017-01-23,8608.48,8850.89,8483.01,8725.41,213228987
2017-01-24,8703.67,8729.72,8680.1,8706.14,181648272
2017-01-25,8689.36,8832.6,8654.7,8797.95,360447227
2017-01-26,8838.32,9082.55,8653.7,8897.92,732371195
2017-01-27,8921.52,8963.31,8920.45,8962.24,294349742
2017-01-30,8967.9,8986.76,8942.35,8961.21,234495694
2017-01-31,8931.25,9187.91,8622.34,8879.0,900293938
2017-02-01,8921.94,9121.39,8679.55,8879.0,273896079
2017-02-02,8856.82,8865.81,8681.8,8690.79,559316761
2017-02-03,8718.06,8718.06,8525.51,8525.51,393180473
2017-02-06,8493.99,8593.71,8448.92,8548.64,588589427
2017-02-07,8607.39,8659.9,8562.52,8615.04,475936670
2017-02-08,8590.05,8819.47,8427.23,8656.66,294629020
2017-02-09,8660.18,8785.2,8475.96,8600.99,274554001
2017-02-10,8587.0,8670.75,8475.14,8558.89,198514819
2017-02-13,8525.56,8771.62,8525.56,8771.62,650651610
2017-02-14,8773.74,8894.93,8746.79,8867.98,624012279
2017-02-15,8843.14,8963.74,8823.06,8943.66,547347541
2017-02-16,8978.45,9172.83,8773.05,8967.43,215962623
2017-02-17,8944.92,9315.73,8756.05,9126.86,791084285
2017-02-20,9116.27,9124.61,9027.61,9035.96,492891414
2017-02-21,9054.74,9087.61,8951.42,8984.29,472954814
2017-02-22,8967.72,9040.58,8903.98,8976.84,414881806
2017-02-23,8965.05,9195.51,8965.05,9195.51,948154401
2017-02-24,9142.71,9341.68,9072.52,9271.48,673694952
2017-02-27,9280.11,9298.27,9204.22,9222.38,786455800
2017-02-28,9229.12,9339.84,9062.28,9173.0,503868637
2017-03-01,9176.45,9358.86,8990.59,9173.0,327534691
2017-03-02,9169.4,9169.85,9097.36,9097.8,400493924
2017-03-03,9071.85,9123.01,8980.69,9031.84,559395383
2017-03-06,8977.49,9071.64,8948.52,9042.67,487808390
2017-03-07,8999.64,8999.64,8926.17,8926.17,995924042
2017-03-08,8877.82,9060.1,8877.82,9060.1,1362726930
2017-03-09,9059.7,9180.73,8987.16,9108.19,790407084
2017-03-10,9107.09,9165.76,9107.09,9165.76,341510435
2017-03-13,9184.47,9324.98,9040.64,9181.14,325742859
2017-03-14,9186.25,9348.45,9057.13,9219.33,377816465
2017-03-15,9161.21,9386.92,9104.22,9329.93,741933537
2017-03-16,9338.14,9496.17,9182.88,9340.91,256658944
2017-03-17,9321.17,9630.86,9227.01,9536.7,1070617601
2017-03-20,9541.35,9606.94,9535.51,9601.11,612282954
2017-03-21,9642.1,9678.72,9545.04,9581.67,223779583
2017-03-22,9619.54,9619.54,9408.48,9408.48,985597787
2017-03-23,9377.71,9422.4,9303.34,9348.03,258357692
2017-03-24,9374.48,9556.84,9144.95,9327.31,412508687
2017-03-27,9278.38,9356.55,9278.38,9356.55,575218243
2017-03-28,9371.24,9372.39,9272.18,9273.33,648515167
2017-03-29,9201.42,9308.0,9148.01,9254.59,261572687
2017-03-30,9197.23,9428.83,9064.3,9295.91,789649839
2017-03-31,9311.03,9344.19,9270.84,9304.0,256191119
2017-04-03,9281.14,9316.67,9268.47,9304.0,167391869
2017-04-04,9306.14,9444.86,9299.93,9438.65,276797740
2017-04-05,9455.12,9573.59,9437.02,9555.49,702409009
2017-04-06,9561.98,9666.88,9524.92,9629.83,726477294
2017-04-07,9625.9,9689.17,9436.05,9499.31,528075858
2017-04-10,9518.35,9551.51,9422.91,9456.07,431706524
2017-04-11,9461.41,9607.84,9284.83,9431.26,483819172
2017-04-12,9462.96,9481.13,9296.95,9315.12,855661265
2017-04-13,9242.97,9465.34,8991.47,9213.84,1049075968
2017-04-14,9146.17,9313.48,8998.58,9165.89,313001435
2017-04-17,9154.91,9381.63,9154.91,9381.63,723773800
2017-04-18,9339.54,9640.96,9226.37,9527.78,497177397
2017-04-19,9543.72,9633.66,9495.66,9585.61,534451025
2017-04-20,9593.76,9754.69,9593.76,9754.69,896565137
2017-04-21,9757.31,9778.32,9624.03,9645.04,600853524
2017-04-24,9676.96,9726.42,9619.52,9668.99,430565723
2017-04-25,9635.48,9635.48,9520.57,9520.57,703215176
2017-04-26,9528.45,9625.27,9359.8,9456.62,1102804906
2017-04-27,9473.73,9836.53,9473.73,9836.53,2008334770
2017-04-28,9935.04,9935.04,9621.0,9621.0,648132547
2017-05-01,9659.6,9794.8,9485.8,9621.0,242024433
2017-05-02,9618.38,9910.62,9618.38,9910.62,1414232236
2017-05-03,9864.96,9942.5,9806.95,9884.49,381797616
2017-05-04,9898.57,9898.57,9805.1,9805.1,355088410
2017-05-05,9773.86,9823.07,9751.22,9800.43,237378508
2017-05-08,9855.05,9903.27,9811.46,9859.67,563735689
2017-05-09,9912.35,9975.47,9722.15,9785.28,1472531623
2017-05-10,9754.33,9895.35,9610.91,9751.94,288577534
2017-05-11,9706.93,9824.81,9624.45,9742.33,271221619
2017-05-12,9756.31,9845.54,9702.71,9791.93,421403359
2017-05-15,9813.23,9888.91,9606.44,9682.12,731686452
2017-05-16,9770.09,9800.35,9654.33,9684.58,314826971
2017-05-17,9643.0,9703.36,9642.36,9702.72,163957664
2017-05-18,9697.66,9941.61,9353.93,9597.88,467673173
2017-05-19,9620.45,9778.05,9620.45,9778.05,1024511072
2017-05-22,9736.2,9903.56,9736.2,9903.56,622570486
2017-05-23,9824.81,9998.27,9797.36,9970.82,425162006
2017-05-24,9961.63,9961.63,9729.45,9729.45,664998731
2017-05-25,9722.08,9960.22,9372.94,9611.08,622245404
2017-05-26,9655.58,9736.58,9655.58,9736.58,550411824
2017-05-29,9754.83,10148.11,9283.4,9676.67,563532439
2017-05-30,9709.43,9739.24,9511.19,9541.0,960574439
2017-05-31,9613.68,9613.68,9521.0,9521.0,344280962
2017-06-01,9610.15,9610.15,9521.0,9521.0,312844235
2017-06-02,9477.05,9525.63,9395.24,9443.81,294537998
2017-06-05,9406.45,9759.95,9239.28,9592.78,453936679
2017-06-06,9589.07,9921.89,9250.49,9583.3,213158073
2017-06-07,9633.77,9633.77,9384.61,9384.61,599666547
2017-06-08,9422.5,9508.85,9374.1,9460.45,597183582
2017-06-09,9396.33,9485.2,9396.33,9485.2,258607894
2017-06-12,9532.56,9622.76,9532.56,9622.76,433648388
2017-06-13,9650.59,9808.05,9644.03,9801.49,293637456
2017-06-14,9751.84,9808.62,9658.91,9715.69,582293553
2017-06-15,9760.83,9760.83,9598.74,9598.74,743736102
2017-06-16,9604.42,9820.01,9457.13,9672.71,444654347
2017-06-19,9705.42,9792.42,9680.49,9767.49,682364988
2017-06-20,9690.24,10122.84,9309.38,9741.98,290355617
2017-06-21,9696.47,9832.22,9696.47,9832.22,670758332
2017-06-22,9837.56,9866.19,9815.96,9844.59,91862871
2017-06-23,9924.13,9924.13,9723.11,9723.11,485913706
2017-06-26,9774.56,9853.25,9563.42,9642.12,501388754
2017-06-27,9653.56,9710.47,9479.47,9536.38,682702861
2017-06-28,9564.87,9882.82,9461.52,9779.46,2332797391
2017-06-29,9713.26,9866.38,9713.26,9866.38,611399494
2017-06-30,9917.21,10020.0,9917.21,10020.0,307786965
2017-07-03,10020.57,10143.55,9897.02,10020.0,469280760
2017-07-04,10055.47,10076.94,10021.82,10043.28,380939101
2017-07-05,10045.69,10156.55,10045.69,10156.55,699064972
2017-07-06,10144.01,10272.8,9984.82,10113.62,459479454
2017-07-07,10101.91,10148.72,10061.37,10108.19,347759714
2017-07-10,10157.56,10216.15,10088.15,10146.73,381299052
2017-07-11,10169.19,10229.73,9987.17,10047.71,220766606
2017-07-12,10055.0,10100.95,10000.48,10046.43,422649064
2017-07-13,9979.62,10306.13,9570.25,9896.76,746364863
2017-07-14,9875.92,9968.23,9875.92,9968.23,484265725
2017-07-17,10003.86,10479.05,9699.9,10175.08,1243197064
2017-07-18,10239.56,10267.11,10175.42,10202.97,325813614
2017-07-19,10194.73,10202.73,9968.03,9976.03,1201124989
2017-07-20,9946.47,10031.79,9850.38,9935.7,703737491
2017-07-21,9963.43,10170.45,9905.54,10112.56,950574880
2017-07-24,10121.12,10146.01,9746.75,9771.64,732425712
2017-07-25,9777.92,9860.08,9688.99,9771.14,320255811
2017-07-26,9836.91,9836.91,9655.15,9655.15,1109788859
2017-07-27,9640.58,9790.67,9608.16,9758.25,675875938
2017-07-28,9820.12,9928.4,9758.43,9866.71,890376715
2017-07-31,9829.38,9977.13,9770.25,9918.0,831435596
2017-08-01,9896.03,10266.31,9547.72,9918.0,368118452
2017-08-02,9849.65,10202.68,9426.28,9779.31,846929117
2017-08-03,9777.43,9927.13,9588.2,9737.91,178430160
2017-08-04,9668.67,9668.67,9555.88,9555.88,875042672
2017-08-07,9508.4,9768.54,9353.67,9613.8,367032104
2017-08-08,9587.27,9740.89,9587.27,9740.89,788877581
2017-08-09,9781.79,10090.13,9426.39,9734.73,331816347
2017-08-10,9698.62,10050.55,9164.31,9516.24,451938635
2017-08-11,9501.79,9553.43,9450.76,9502.41,123134014
2017-08-14,9465.73,9780.31,9428.63,9743.21,1754758020
2017-08-15,9683.05,9766.31,9651.63,9734.88,471337975
2017-08-16,9703.81,9908.89,9633.17,9838.24,431895366
2017-08-17,9740.17,9886.19,9589.05,9735.07,263918951
2017-08-18,9799.7,9889.06,9758.42,9847.78,488053016
2017-08-21,9895.61,9989.07,9894.18,9987.65,1506858353
2017-08-22,9986.93,10260.09,9782.91,10056.08,950375033
2017-08-23,10100.34,10196.92,10100.34,10196.92,428311590
2017-08-24,10186.32,10226.68,10091.62,10131.97,304764547
2017-08-25,10059.23,10075.91,9992.56,10009.24,404004883
2017-08-28,10051.92,10051.92,9854.57,9854.57,652436326
2017-08-29,9878.68,10150.42,9601.85,9873.59,224006923
2017-08-30,9908.24,9939.97,9851.23,9882.95,863578534
2017-08-31,9863.56,9863.56,9788.0,9788.0,624159362
2017-09-01,9735.2,9843.32,9679.88,9788.0,165591268
2017-09-04,9738.15,9985.12,9738.15,9985.12,604971793
2017-09-05,9966.28,10009.94,9868.0,9911.67,802901337
2017-09-06,9912.35,10000.36,9882.18,9970.19,360844213
2017-09-07,9984.19,10009.94,9938.09,9963.84,374737788
2017-09-08,9965.4,10390.65,9607.89,10033.14,204637912
2017-09-11,10065.9,10268.81,9963.61,10166.53,559046112
2017-09-12,10128.15,10332.3,9875.56,10079.7,550083428
2017-09-13,10075.37,10204.46,9963.51,10092.6,299432098
2017-09-14,10129.26,10129.26,10028.96,10028.96,772826626
2017-09-15,10038.83,10137.93,10016.24,10115.34,503766458
2017-09-18,10148.53,10148.53,9989.15,9989.15,448422014
2017-09-19,10083.74,10163.76,10052.07,10132.09,620450099
2017-09-20,10108.3,10151.42,9924.3,9967.42,1159570633
2017-09-21,9978.05,10006.6,9958.3,9986.86,495400656
2017-09-22,10038.95,10072.38,10019.08,10052.5,651919689
2017-09-25,10067.95,10155.69,9938.52,10026.26,500349419
2017-09-26,10000.43,10063.64,9950.71,10013.92,617906719
2017-09-27,10048.45,10279.92,9855.79,10087.26,494672505
2017-09-28,10087.73,10219.11,10008.95,10140.32,740919453
2017-09-29,10065.98,10401.29,9999.69,10335.0,728294067
2017-10-02,10359.0,10427.0,10267.0,10335.0,308790290
2017-10-03,10327.25,10643.11,10060.91,10376.77,585639771
2017-10-04,10304.68,11049.42,9654.33,10399.07,429777654
2017-10-05,10420.46,10590.02,10186.6,10356.16,456860653
2017-10-06,10391.09,10525.26,10285.78,10419.95,432584176
2017-10-09,10406.03,10586.49,10406.03,10586.49,1558647387
2017-10-10,10609.15,10771.54,10594.49,10756.88,356316955
2017-10-11,10736.9,10984.97,10496.76,10744.83,134326160
2017-10-12,10727.34,10957.58,10349.11,10579.36,296161162
2017-10-13,10644.39,10696.41,10519.31,10571.34,544165361
2017-10-16,10573.43,10641.56,10512.39,10580.52,514942388
2017-10-17,10631.9,10644.41,10537.0,10549.52,244777130
2017-10-18,10467.74,10527.71,10467.74,10527.71,403107576
2017-10-19,10556.57,10556.57,9971.24,9971.24,3064652720
2017-10-20,9968.11,10083.59,9694.43,9809.91,822901334
2017-10-23,9769.41,9840.69,9723.87,9795.14,530014431
2017-10-24,9753.55,9922.42,9672.31,9841.17,592933233
2017-10-25,9855.49,10065.0,9805.69,10015.19,887520780
2017-10-26,10018.74,10259.44,10018.74,10259.44,1599592156
2017-10-27,10286.87,10315.54,10106.95,10135.62,428118727
2017-10-30,10166.58,10417.6,9949.49,10200.51,234860857
2017-10-31,10254.6,10372.72,10107.88,10226.0,659880161
2017-11-01,10262.08,10345.25,10142.83,10226.0,219993561
2017-11-02,10144.66,10259.24,10082.26,10196.84,270320727
2017-11-03,10237.48,10304.25,10031.8,10098.57,391652709
2017-11-06,10068.96,10121.19,10009.59,10061.82,285588898
2017-11-07,10070.93,10128.19,10002.27,10059.52,229317399
2017-11-08,10117.83,10187.42,10105.15,10174.74,1038640135
2017-11-09,10172.89,10286.04,10115.22,10228.37,432766548
2017-11-10,10225.93,10535.83,10006.27,10316.16,504543429
2017-11-13,10369.52,10627.49,10197.65,10455.62,553228989
2017-11-14,10485.37,10722.29,10306.88,10543.8,395311302
2017-11-15,10539.83,10687.2,10539.83,10687.2,429675854
2017-11-16,10753.45,10891.67,10617.72,10755.95,420506343
2017-11-17,10732.28,10828.46,10614.3,10710.47,439053732
2017-11-20,10661.96,10661.96,10458.06,10458.06,422932617
2017-11-21,10421.02,10460.78,10348.45,10388.21,451469277
2017-11-22,10345.91,10878.92,10040.22,10573.23,690077758
2017-11-23,10527.56,10650.1,10425.6,10548.13,258575722
2017-11-24,10483.57,10589.95,10483.57,10589.95,323828471
2017-11-27,10571.83,10918.26,10571.83,10918.26,967355711
2017-11-28,10887.59,10922.54,10872.59,10907.54,403030485
2017-11-29,10885.84,10951.22,10863.55,10928.92,402158949
2017-11-30,10946.03,10946.03,10531.0,10531.0,2266509203
2017-12-01,10444.85,10557.77,10418.08,10531.0,167836599
2017-12-04,10528.14,10617.99,10528.14,10617.99,427720555
2017-12-05,10661.4,10872.12,10261.47,10472.2,782045724
2017-12-06,10489.84,10740.16,10380.01,10630.33,475917869
2017-12-07,10579.69,10847.73,10579.69,10847.73,1130415522
2017-12-08,10857.53,11020.74,10715.24,10878.45,329854154
2017-12-11,10745.11,10964.23,10733.53,10952.65,516569812
2017-12-12,10950.27,10979.11,10824.19,10853.03,688378177
2017-12-13,10800.02,10933.22,10733.67,10866.87,296087900
2017-12-14,10872.22,11017.94,10856.87,11002.58,644965945
2017-12-15,10951.39,10958.97,10902.79,10910.37,536471994
2017-12-18,10829.3,10935.5,10797.29,10903.49,318569032
2017-12-19,10886.18,11236.16,10568.89,10918.88,220645948
2017-12-20,11005.0,11005.0,10717.94,10717.94,461711355
2017-12-21,10658.17,11232.45,10488.98,11063.26,2213384219
2017-12-22,11062.04,11246.19,10913.92,11098.06,308239676
2017-12-25,11086.88,11374.67,10927.21,11215.0,1481146783
2017-12-26,11174.02,11232.4,11139.61,11197.98,414245438
2017-12-27,11112.77,11112.77,10868.46,10868.46,1595155566
2017-12-28,10917.16,11120.26,10891.08,11094.18,677395415
2017-12-29,11129.81,11129.81,11028.0,11028.0,760704672
2018-01-01,11002.4,11095.67,10934.72,11028.0,212124268
2018-01-02,11110.79,11340.64,10868.28,11098.13,620195524
2018-01-03,11144.14,11294.99,11133.18,11284.03,899685211
2018-01-04,11276.11,11443.79,11271.62,11439.29,537109681
2018-01-05,11466.53,11466.53,10965.34,10965.34,1151620650
2018-01-08,10917.86,11230.74,10899.51,11212.39,1574508722
2018-01-09,11236.46,11248.21,11165.58,11177.33,554312288
2018-01-10,11181.85,11234.66,11181.6,11234.41,414968699
2018-01-11,11206.66,11462.81,11042.28,11298.43,358049631
2018-01-12,11293.18,11323.16,11121.36,11151.34,454694706
2018-01-15,11203.9,11535.55,10760.8,11092.45,548279560
2018-01-16,11080.21,11248.6,10898.83,11067.22,427067287
2018-01-17,11054.91,11095.5,10994.59,11035.17,524453581
2018-01-18,10988.75,11125.77,10750.25,10887.26,449422908
2018-01-19,10967.76,11008.88,10951.2,10992.32,246827743
2018-01-22,10927.53,10947.44,10895.9,10915.81,358949522
2018-01-23,10896.15,10920.09,10577.98,10601.92,842353890
2018-01-24,10577.61,10662.16,10577.61,10662.16,238521765
2018-01-25,10696.55,10800.28,10607.55,10711.29,560739186
2018-01-26,10725.01,10725.01,10586.85,10586.85,767342441
2018-01-29,10587.27,10641.01,10539.96,10593.7,283421519
2018-01-30,10681.03,10729.46,10425.79,10474.22,296293091
2018-01-31,10433.16,10706.68,10218.48,10492.0,564127771
2018-02-01,10524.89,10534.07,10482.82,10492.0,214638439
2018-02-02,10466.48,10739.84,10005.6,10278.96,636855644
2018-02-05,10321.93,10443.55,10116.15,10237.77,361820551
2018-02-06,10297.78,10302.73,10237.2,10242.15,320966874
2018-02-07,10311.27,10561.97,10171.35,10422.05,717549140
2018-02-08,10406.89,10472.38,10392.16,10457.66,258609295
2018-02-09,10486.01,10818.89,10101.7,10434.57,246913916
2018-02-12,10386.03,10502.99,10181.77,10298.73,376519258
2018-02-13,10366.2,10371.96,10319.04,10324.8,355163749
2018-02-14,10243.26,10354.41,10243.26,10354.41,270622959
2018-02-15,10270.36,10343.65,10270.36,10343.65,321884105
2018-02-16,10285.07,10516.2,10276.2,10507.33,556977331
2018-02-19,10525.17,10525.17,10290.61,10290.61,932164309
2018-02-20,10323.78,10339.01,10217.16,10232.4,676004130
2018-02-21,10245.7,10508.96,9791.3,10054.56,906081891
2018-02-22,10037.45,10324.65,10037.45,10324.65,851936216
2018-02-23,10343.3,10392.62,10295.86,10345.18,319687370
2018-02-26,10316.9,10380.62,10224.53,10288.26,325419016
2018-02-27,10234.92,10276.07,9964.73,10005.89,1490552266
2018-02-28,9968.91,10114.0,9968.91,10114.0,712208898
2018-03-01,10113.95,10289.94,9938.01,10114.0,114522968
2018-03-02,10198.25,10198.25,9935.14,9935.14,1402186211
2018-03-05,9891.74,9954.1,9860.97,9923.33,448072087
2018-03-06,9932.86,9977.12,9763.48,9807.73,352400064
2018-03-07,9779.32,10343.82,9458.52,10023.02,1214362516
2018-03-08,10034.91,10214.25,10034.91,10214.25,451058331
2018-03-09,10181.6,10339.53,10097.94,10255.87,547038895
2018-03-12,10302.28,10460.94,10302.28,10460.94,589684523
2018-03-13,10381.76,10483.18,10298.15,10399.56,766169964
2018-03-14,10366.12,10616.68,10153.42,10403.98,561587313
2018-03-15,10405.07,10564.52,10405.07,10564.52,605035678
2018-03-16,10574.8,10978.09,10156.68,10559.98,552362825
2018-03-19,10592.82,10636.14,10560.37,10603.69,619386819
2018-03-20,10637.98,10724.02,10637.98,10724.02,511124163
2018-03-21,10626.26,11220.63,10118.61,10712.98,204251019
2018-03-22,10718.2,10827.68,10583.54,10693.02,353943010
2018-03-23,10634.89,11113.55,10415.68,10894.34,759320730
2018-03-26,10859.98,11054.24,10699.71,10893.97,284103861
2018-03-27,10959.76,11091.53,10782.42,10914.18,250091753
2018-03-28,10912.66,10988.28,10772.03,10847.65,663621414
2018-03-29,10846.22,11157.79,10585.61,10897.18,315968036
2018-03-30,10912.02,11086.97,10564.06,10739.0,872436372
2018-04-02,10749.21,10848.63,10639.58,10739.0,487006635
2018-04-03,10813.86,10828.75,10609.07,10623.96,548497403
2018-04-04,10601.87,10834.55,10502.13,10734.81,405801045
2018-04-05,10842.0,10842.0,10647.2,10647.2,685982800
2018-04-06,10704.17,10929.07,10704.17,10929.07,1268174748
2018-04-09,10856.61,10997.7,10856.61,10997.7,399000350
2018-04-10,10904.72,11076.23,10862.94,11034.46,561231011
2018-04-11,11069.42,11121.7,10977.54,11029.82,747862426
2018-04-12,11009.92,11194.45,10805.35,10989.88,393070465
2018-04-13,10963.2,11058.6,10924.8,11020.2,273517051
2018-04-16,11038.07,11152.98,11031.15,11146.05,254616966
2018-04-17,11217.73,11686.99,10602.73,11071.99,533534971
2018-04-18,11063.91,11111.01,11034.43,11081.53,304117985
2018-04-19,11041.61,11238.04,11041.61,11238.04,721288961
2018-04-20,11265.57,11431.75,11063.08,11229.26,183713429
2018-04-23,11281.77,11378.76,11148.19,11245.18,385195692
2018-04-24,11240.56,11529.69,10879.59,11168.72,328253199
2018-04-25,11228.99,11275.83,10915.32,10962.17,732360668
2018-04-26,10939.06,10939.06,10816.01,10816.01,683721702
2018-04-27,10838.49,10838.49,10569.39,10569.39,1088501652
2018-04-30,10633.84,10748.51,10621.33,10736.0,861780189
2018-05-01,10736.19,10882.5,10589.69,10736.0,310252472
2018-05-02,10831.51,10968.19,10807.3,10943.99,557427111
2018-05-03,10953.73,10969.04,10857.01,10872.33,240986239
2018-05-04,10931.37,10931.37,10681.61,10681.61,527131742
2018-05-07,10602.67,10602.67,10414.05,10414.05,570107297
2018-05-08,10393.24,10459.4,10393.24,10459.4,252603060
2018-05-09,10435.99,10583.0,10435.99,10583.0,486372575
2018-05-10,10530.33,10586.34,10513.25,10569.26,218577573
2018-05-11,10613.15,10625.45,10523.15,10535.45,596933733
2018-05-14,10577.75,10868.0,10206.34,10496.59,275220789
2018-05-15,10445.61,10462.44,10381.04,10397.87,896677736
2018-05-16,10487.54,10820.88,10095.05,10428.39,451793759
2018-05-17,10405.06,10910.75,9970.84,10476.53,547298509
2018-05-18,10473.36,10630.32,10473.36,10630.32,672930434
2018-05-21,10636.32,10942.17,10275.63,10581.48,238666691
2018-05-22,10592.14,10749.84,10592.14,10749.84,1126484201
2018-05-23,10785.74,11069.18,10493.71,10777.16,388533702
2018-05-24,10746.38,10891.4,10623.09,10768.11,284012400
2018-05-25,10710.51,10820.58,10668.85,10778.92,349944152
2018-05-28,10810.67,10870.16,10553.03,10612.52,854460037
2018-05-29,10637.82,10680.81,10598.06,10641.05,344272500
2018-05-30,10607.95,10954.69,10332.5,10679.24,433210856
2018-05-31,10648.61,10819.62,10542.98,10714.0,1174439465
2018-06-01,10725.71,10746.47,10693.25,10714.0,238812431
2018-06-04,10752.35,11098.05,10752.35,11098.05,1147337371
2018-06-05,11109.42,11400.19,10787.6,11078.37,363699882
2018-06-06,11098.23,11322.88,10881.11,11105.76,326578285
2018-06-07,11068.82,11231.13,11034.4,11196.7,1436092867
2018-06-08,11126.82,11212.03,10982.96,11068.18,440082068
